Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 15:42:14 | WARD_A_HR_02 | 58 | CRITICAL
2026-06-04 15:42:14 | WARD_A_HR_03 | 57 | CRITICAL
2026-06-04 15:42:14 | WARD_A_HR_04 | 144 | CRITICAL
2026-06-04 15:42:14 | WARD_A_HR_05 | 135 | CRITICAL
2026-06-04 15:42:15 | WARD_A_HR_01 | 68 | NORMAL
2026-06-04 15:42:15 | WARD_A_HR_02 | 143 | CRITICAL
2026-06-04 15:42:15 | WARD_A_HR_03 | 72 | NORMAL
2026-06-04 15:42:15 | WARD_A_HR_04 | 130 | CRITICAL
2026-06-04 15:42:15 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 15:42:16 | WARD_A_HR_01 | 60 | NORMAL
2026-06-04 15:42:16 | WARD_A_HR_02 | 74 | NORMAL
2026-06-04 15:42:16 | WARD_A_HR_03 | 149 | CRITICAL
2026-06-04 15:42:16 | WARD_A_HR_04 | 149 | CRITICAL
2026-06-04 15:42:16 | WARD_A_HR_05 | 74 | NORMAL
2026-06-04 15:42:17 | WARD_A_HR_01 | 92 | WARNING
2026-06-04 15:42:17 | WARD_A_HR_02 | 96 | WARNING
2026-06-04 15:42:17 | WARD_A_HR_03 | 92 | WARNING
2026-06-04 15:42:17 | WARD_A_HR_04 | 65 | NORMAL
2026-06-04 15:42:17 | WARD_A_HR_05 | 53 | CRITICAL
2026-06-04 15:42:18 | WARD_A_HR_01 | 90 | WARNING
2026-06-04 15:42:18 | WARD_A_HR_02 | 104 | CRITICAL
2026-06-04 15:42:18 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 15:42:18 | WARD_A_HR_04 | 134 | CRITICAL
2026-06-04 15:42:18 | WARD_A_HR_05 | 53 | CRITICAL
2026-06-04 15:42:19 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-04 15:42:19 | WARD_A_HR_02 | 142 | CRITICAL
2026-06-04 15:42:19 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 15:42:19 | WARD_A_HR_04 | 146 | CRITICAL
2026-06-04 15:42:19 | WARD_A_HR_05 | 80 | NORMAL
2026-06-04 15:42:20 | WARD_A_HR_01 | 150 | CRITICAL
2026-06-04 15:42:20 | WARD_A_HR_02 | 138 | CRITICAL
2026-06-04 15:42:20 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 15:42:20 | WARD_A_HR_04 | 119 | CRITICAL
2026-06-04 15:42:20 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 15:42:21 | WARD_A_HR_01 | 66 | NORMAL
2026-06-04 15:42:21 | WARD_A_HR_02 | 121 | CRITICAL
2026-06-04 15:42:21 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 15:42:21 | WARD_A_HR_04 | 83 | NORMAL
2026-06-04 15:42:21 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-04 15:42:22 | WARD_A_HR_01 | 101 | CRITICAL
2026-06-04 15:42:22 | WARD_A_HR_02 | 80 | NORMAL
2026-06-04 15:42:22 | WARD_A_HR_03 | 48 | CRITICAL
2026-06-04 15:42:22 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-04 15:42:22 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 15:42:23 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:42:23 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-04 15:42:23 | WARD_A_HR_03 | 119 | CRITICAL
2026-06-04 15:42:23 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-04 15:42:23 | WARD_A_HR_05 | 99 | WARNING
2026-06-04 15:42:24 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-04 15:42:24 | WARD_A_HR_02 | 123 | CRITICAL
2026-06-04 15:42:24 | WARD_A_HR_03 | 76 | NORMAL
2026-06-04 15:42:24 | WARD_A_HR_04 | 106 | CRITICAL
2026-06-04 15:42:24 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-04 15:42:25 | WARD_A_HR_01 | 68 | NORMAL
2026-06-04 15:42:25 | WARD_A_HR_02 | 121 | CRITICAL
2026-06-04 15:42:25 | WARD_A_HR_03 | 81 | NORMAL
2026-06-04 15:42:25 | WARD_A_HR_04 | 64 | NORMAL
2026-06-04 15:42:25 | WARD_A_HR_05 | 104 | CRITICAL
2026-06-04 15:42:26 | WARD_A_HR_01 | 147 | CRITICAL
2026-06-04 15:42:26 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-04 15:42:26 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 15:42:26 | WARD_A_HR_04 | 77 | NORMAL
2026-06-04 15:42:26 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 15:42:27 | WARD_A_HR_01 | 96 | WARNING
2026-06-04 15:42:27 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 15:42:27 | WARD_A_HR_03 | 79 | NORMAL
2026-06-04 15:42:27 | WARD_A_HR_04 | 85 | NORMAL
2026-06-04 15:42:27 | WARD_A_HR_05 | 49 | CRITICAL
2026-06-04 15:42:28 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 15:42:28 | WARD_A_HR_02 | 74 | NORMAL
2026-06-04 15:42:28 | WARD_A_HR_03 | 64 | NORMAL
2026-06-04 15:42:28 | WARD_A_HR_04 | 148 | CRITICAL
2026-06-04 15:42:28 | WARD_A_HR_05 | 133 | CRITICAL
2026-06-04 15:42:29 | WARD_A_HR_01 | 64 | NORMAL
2026-06-04 15:42:29 | WARD_A_HR_02 | 83 | NORMAL
2026-06-04 15:42:29 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 15:42:29 | WARD_A_HR_04 | 141 | CRITICAL
2026-06-04 15:42:29 | WARD_A_HR_05 | 73 | NORMAL
2026-06-04 15:42:30 | WARD_A_HR_01 | 80 | NORMAL
2026-06-04 15:42:30 | WARD_A_HR_02 | 71 | NORMAL
2026-06-04 15:42:30 | WARD_A_HR_03 | 115 | CRITICAL
2026-06-04 15:42:30 | WARD_A_HR_04 | 60 | NORMAL
2026-06-04 15:42:30 | WARD_A_HR_05 | 97 | WARNING
2026-06-04 15:42:31 | WARD_A_HR_01 | 100 | WARNING
2026-06-04 15:42:31 | WARD_A_HR_02 | 84 | NORMAL
2026-06-04 15:42:31 | WARD_A_HR_03 | 55 | CRITICAL
2026-06-04 15:42:31 | WARD_A_HR_04 | 78 | NORMAL
2026-06-04 15:42:31 | WARD_A_HR_05 | 90 | WARNING
2026-06-04 15:42:32 | WARD_A_HR_01 | 134 | CRITICAL
2026-06-04 15:42:32 | WARD_A_HR_02 | 89 | NORMAL
2026-06-04 15:42:32 | WARD_A_HR_03 | 94 | WARNING
2026-06-04 15:42:32 | WARD_A_HR_04 | 72 | NORMAL
2026-06-04 15:42:32 | WARD_A_HR_05 | 65 | NORMAL
2026-06-04 15:42:33 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-04 15:42:33 | WARD_A_HR_02 | 57 | CRITICAL
2026-06-04 15:42:33 | WARD_A_HR_03 | 57 | CRITICAL
2026-06-04 15:42:33 | WARD_A_HR_04 | 103 | CRITICAL
2026-06-04 15:42:33 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-04 15:42:34 | WARD_A_HR_01 | 66 | NORMAL
2026-06-04 15:42:34 | WARD_A_HR_02 | 55 | CRITICAL
2026-06-04 15:42:34 | WARD_A_HR_03 | 74 | NORMAL
2026-06-04 15:42:34 | WARD_A_HR_04 | 47 | CRITICAL
2026-06-04 15:42:34 | WARD_A_HR_05 | 100 | WARNING
2026-06-04 15:42:35 | WARD_A_HR_01 | 122 | CRITICAL
2026-06-04 15:42:35 | WARD_A_HR_02 | 67 | NORMAL
2026-06-04 15:42:35 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 15:42:35 | WARD_A_HR_04 | 105 | CRITICAL
2026-06-04 15:42:35 | WARD_A_HR_05 | 81 | NORMAL
2026-06-04 15:42:36 | WARD_A_HR_01 | 107 | CRITICAL
2026-06-04 15:42:36 | WARD_A_HR_02 | 101 | CRITICAL
2026-06-04 15:42:36 | WARD_A_HR_03 | 141 | CRITICAL
2026-06-04 15:42:36 | WARD_A_HR_04 | 134 | CRITICAL
2026-06-04 15:42:36 | WARD_A_HR_05 | 141 | CRITICAL
2026-06-04 15:42:37 | WARD_A_HR_01 | 59 | CRITICAL
2026-06-04 15:42:37 | WARD_A_HR_02 | 104 | CRITICAL
2026-06-04 15:42:37 | WARD_A_HR_03 | 145 | CRITICAL
2026-06-04 15:42:37 | WARD_A_HR_04 | 100 | WARNING
2026-06-04 15:42:37 | WARD_A_HR_05 | 76 | NORMAL
2026-06-04 15:42:38 | WARD_A_HR_01 | 149 | CRITICAL
2026-06-04 15:42:38 | WARD_A_HR_02 | 66 | NORMAL
2026-06-04 15:42:38 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 15:42:38 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-04 15:42:38 | WARD_A_HR_05 | 68 | NORMAL
2026-06-04 15:42:39 | WARD_A_HR_01 | 67 | NORMAL
2026-06-04 15:42:39 | WARD_A_HR_02 | 50 | CRITICAL
2026-06-04 15:42:39 | WARD_A_HR_03 | 88 | NORMAL
2026-06-04 15:42:39 | WARD_A_HR_04 | 150 | CRITICAL
2026-06-04 15:42:39 | WARD_A_HR_05 | 59 | CRITICAL
2026-06-04 15:42:40 | WARD_A_HR_01 | 56 | CRITICAL
2026-06-04 15:42:40 | WARD_A_HR_02 | 98 | WARNING
2026-06-04 15:42:40 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-04 15:42:40 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-04 15:42:40 | WARD_A_HR_05 | 71 | NORMAL
2026-06-04 15:42:41 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-04 15:42:41 | WARD_A_HR_02 | 98 | WARNING
2026-06-04 15:42:41 | WARD_A_HR_03 | 76 | NORMAL
2026-06-04 15:42:41 | WARD_A_HR_04 | 137 | CRITICAL
2026-06-04 15:42:41 | WARD_A_HR_05 | 67 | NORMAL
2026-06-04 15:42:42 | WARD_A_HR_01 | 89 | NORMAL
2026-06-04 15:42:42 | WARD_A_HR_02 | 48 | CRITICAL
2026-06-04 15:42:42 | WARD_A_HR_03 | 76 | NORMAL
2026-06-04 15:42:42 | WARD_A_HR_04 | 82 | NORMAL
2026-06-04 15:42:42 | WARD_A_HR_05 | 94 | WARNING
2026-06-04 15:42:43 | WARD_A_HR_01 | 77 | NORMAL
2026-06-04 15:42:43 | WARD_A_HR_02 | 96 | WARNING
2026-06-04 15:42:43 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-04 15:42:43 | WARD_A_HR_04 | 128 | CRITICAL
2026-06-04 15:42:43 | WARD_A_HR_05 | 62 | NORMAL
2026-06-04 15:42:44 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-04 15:42:44 | WARD_A_HR_02 | 60 | NORMAL
2026-06-04 15:42:44 | WARD_A_HR_03 | 127 | CRITICAL
2026-06-04 15:42:44 | WARD_A_HR_04 | 115 | CRITICAL
2026-06-04 15:42:44 | WARD_A_HR_05 | 65 | NORMAL
2026-06-04 15:42:45 | WARD_A_HR_01 | 93 | WARNING
2026-06-04 15:42:45 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-04 15:42:45 | WARD_A_HR_03 | 114 | CRITICAL
2026-06-04 15:42:45 | WARD_A_HR_04 | 119 | CRITICAL
2026-06-04 15:42:45 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-04 15:42:46 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:42:46 | WARD_A_HR_02 | 58 | CRITICAL
2026-06-04 15:42:46 | WARD_A_HR_03 | 62 | NORMAL
2026-06-04 15:42:46 | WARD_A_HR_04 | 115 | CRITICAL
2026-06-04 15:42:46 | WARD_A_HR_05 | 54 | CRITICAL
2026-06-04 15:42:47 | WARD_A_HR_01 | 109 | CRITICAL
2026-06-04 15:42:47 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-04 15:42:47 | WARD_A_HR_03 | 108 | CRITICAL
2026-06-04 15:42:47 | WARD_A_HR_04 | 105 | CRITICAL
2026-06-04 15:42:47 | WARD_A_HR_05 | 150 | CRITICAL
2026-06-04 15:42:48 | WARD_A_HR_01 | 55 | CRITICAL
2026-06-04 15:42:48 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-04 15:42:48 | WARD_A_HR_03 | 150 | CRITICAL
2026-06-04 15:42:48 | WARD_A_HR_04 | 112 | CRITICAL
2026-06-04 15:42:48 | WARD_A_HR_05 | 120 | CRITICAL
2026-06-04 15:42:49 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 15:42:49 | WARD_A_HR_02 | 63 | NORMAL
2026-06-04 15:42:49 | WARD_A_HR_03 | 53 | CRITICAL
2026-06-04 15:42:49 | WARD_A_HR_04 | 69 | NORMAL
2026-06-04 15:42:49 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-04 15:42:50 | WARD_A_HR_01 | 90 | WARNING
2026-06-04 15:42:50 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 15:42:50 | WARD_A_HR_03 | 131 | CRITICAL
2026-06-04 15:42:50 | WARD_A_HR_04 | 124 | CRITICAL
2026-06-04 15:42:50 | WARD_A_HR_05 | 65 | NORMAL
2026-06-04 15:42:51 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 15:42:51 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 15:42:51 | WARD_A_HR_03 | 145 | CRITICAL
2026-06-04 15:42:51 | WARD_A_HR_04 | 112 | CRITICAL
2026-06-04 15:42:51 | WARD_A_HR_05 | 74 | NORMAL
2026-06-04 15:42:52 | WARD_A_HR_01 | 100 | WARNING
2026-06-04 15:42:52 | WARD_A_HR_02 | 139 | CRITICAL
2026-06-04 15:42:52 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 15:42:52 | WARD_A_HR_04 | 74 | NORMAL
2026-06-04 15:42:52 | WARD_A_HR_05 | 130 | CRITICAL
2026-06-04 15:42:53 | WARD_A_HR_01 | 96 | WARNING
2026-06-04 15:42:53 | WARD_A_HR_02 | 139 | CRITICAL
2026-06-04 15:42:53 | WARD_A_HR_03 | 116 | CRITICAL
2026-06-04 15:42:53 | WARD_A_HR_04 | 86 | NORMAL
2026-06-04 15:42:53 | WARD_A_HR_05 | 63 | NORMAL
2026-06-04 15:42:54 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-04 15:42:54 | WARD_A_HR_02 | 88 | NORMAL
2026-06-04 15:42:54 | WARD_A_HR_03 | 119 | CRITICAL
2026-06-04 15:42:54 | WARD_A_HR_04 | 62 | NORMAL
2026-06-04 15:42:54 | WARD_A_HR_05 | 63 | NORMAL
2026-06-04 15:42:55 | WARD_A_HR_01 | 99 | WARNING
2026-06-04 15:42:55 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 15:42:55 | WARD_A_HR_03 | 118 | CRITICAL
2026-06-04 15:42:55 | WARD_A_HR_04 | 149 | CRITICAL
2026-06-04 15:42:55 | WARD_A_HR_05 | 88 | NORMAL
2026-06-04 15:42:56 | WARD_A_HR_01 | 87 | NORMAL
2026-06-04 15:42:56 | WARD_A_HR_02 | 149 | CRITICAL
2026-06-04 15:42:56 | WARD_A_HR_03 | 138 | CRITICAL
2026-06-04 15:42:56 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-04 15:42:56 | WARD_A_HR_05 | 64 | NORMAL
2026-06-04 15:42:57 | WARD_A_HR_01 | 113 | CRITICAL
2026-06-04 15:42:57 | WARD_A_HR_02 | 140 | CRITICAL
2026-06-04 15:42:57 | WARD_A_HR_03 | 117 | CRITICAL
2026-06-04 15:42:57 | WARD_A_HR_04 | 121 | CRITICAL
2026-06-04 15:42:57 | WARD_A_HR_05 | 97 | WARNING
2026-06-04 15:42:58 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-04 15:42:58 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 15:42:58 | WARD_A_HR_03 | 67 | NORMAL
2026-06-04 15:42:58 | WARD_A_HR_04 | 137 | CRITICAL
2026-06-04 15:42:58 | WARD_A_HR_05 | 101 | CRITICAL
2026-06-04 15:42:59 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 15:42:59 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 15:42:59 | WARD_A_HR_03 | 73 | NORMAL
2026-06-04 15:42:59 | WARD_A_HR_04 | 66 | NORMAL
2026-06-04 15:42:59 | WARD_A_HR_05 | 56 | CRITICAL
2026-06-04 15:43:00 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:43:00 | WARD_A_HR_02 | 129 | CRITICAL
2026-06-04 15:43:00 | WARD_A_HR_03 | 49 | CRITICAL
2026-06-04 15:43:00 | WARD_A_HR_04 | 138 | CRITICAL
2026-06-04 15:43:00 | WARD_A_HR_05 | 89 | NORMAL
2026-06-04 15:43:01 | WARD_A_HR_01 | 116 | CRITICAL
2026-06-04 15:43:01 | WARD_A_HR_02 | 129 | CRITICAL
2026-06-04 15:43:01 | WARD_A_HR_03 | 63 | NORMAL
2026-06-04 15:43:01 | WARD_A_HR_04 | 61 | NORMAL
2026-06-04 15:43:01 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 15:43:02 | WARD_A_HR_01 | 107 | CRITICAL
2026-06-04 15:43:02 | WARD_A_HR_02 | 120 | CRITICAL
2026-06-04 15:43:02 | WARD_A_HR_03 | 115 | CRITICAL
2026-06-04 15:43:02 | WARD_A_HR_04 | 89 | NORMAL
2026-06-04 15:43:02 | WARD_A_HR_05 | 124 | CRITICAL
2026-06-04 15:43:03 | WARD_A_HR_01 | 106 | CRITICAL
2026-06-04 15:43:03 | WARD_A_HR_02 | 47 | CRITICAL
2026-06-04 15:43:03 | WARD_A_HR_03 | 82 | NORMAL
2026-06-04 15:43:03 | WARD_A_HR_04 | 55 | CRITICAL
2026-06-04 15:43:03 | WARD_A_HR_05 | 70 | NORMAL
2026-06-04 15:43:04 | WARD_A_HR_01 | 119 | CRITICAL
2026-06-04 15:43:04 | WARD_A_HR_02 | 147 | CRITICAL
2026-06-04 15:43:04 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-04 15:43:04 | WARD_A_HR_04 | 75 | NORMAL
2026-06-04 15:43:04 | WARD_A_HR_05 | 90 | WARNING
2026-06-04 15:43:05 | WARD_A_HR_01 | 53 | CRITICAL
2026-06-04 15:43:05 | WARD_A_HR_02 | 117 | CRITICAL
2026-06-04 15:43:05 | WARD_A_HR_03 | 97 | WARNING
2026-06-04 15:43:05 | WARD_A_HR_04 | 150 | CRITICAL
2026-06-04 15:43:05 | WARD_A_HR_05 | 59 | CRITICAL
2026-06-04 15:43:06 | WARD_A_HR_01 | 85 | NORMAL
2026-06-04 15:43:06 | WARD_A_HR_02 | 48 | CRITICAL
2026-06-04 15:43:06 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-04 15:43:06 | WARD_A_HR_04 | 81 | NORMAL
2026-06-04 15:43:06 | WARD_A_HR_05 | 87 | NORMAL
2026-06-04 15:43:07 | WARD_A_HR_01 | 61 | NORMAL
2026-06-04 15:43:07 | WARD_A_HR_02 | 113 | CRITICAL
2026-06-04 15:43:07 | WARD_A_HR_03 | 82 | NORMAL
2026-06-04 15:43:07 | WARD_A_HR_04 | 82 | NORMAL
2026-06-04 15:43:07 | WARD_A_HR_05 | 64 | NORMAL
2026-06-04 15:43:08 | WARD_A_HR_01 | 103 | CRITICAL
2026-06-04 15:43:08 | WARD_A_HR_02 | 124 | CRITICAL
2026-06-04 15:43:08 | WARD_A_HR_03 | 142 | CRITICAL
2026-06-04 15:43:08 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-04 15:43:08 | WARD_A_HR_05 | 144 | CRITICAL
2026-06-04 15:43:09 | WARD_A_HR_01 | 102 | CRITICAL
2026-06-04 15:43:09 | WARD_A_HR_02 | 134 | CRITICAL
2026-06-04 15:43:09 | WARD_A_HR_03 | 137 | CRITICAL
2026-06-04 15:43:09 | WARD_A_HR_04 | 143 | CRITICAL
2026-06-04 15:43:09 | WARD_A_HR_05 | 84 | NORMAL
2026-06-04 15:43:10 | WARD_A_HR_01 | 118 | CRITICAL
2026-06-04 15:43:10 | WARD_A_HR_02 | 98 | WARNING
2026-06-04 15:43:10 | WARD_A_HR_03 | 107 | CRITICAL
2026-06-04 15:43:10 | WARD_A_HR_04 | 87 | NORMAL
2026-06-04 15:43:10 | WARD_A_HR_05 | 47 | CRITICAL
2026-06-04 15:43:11 | WARD_A_HR_01 | 67 | NORMAL
2026-06-04 15:43:11 | WARD_A_HR_02 | 102 | CRITICAL
2026-06-04 15:43:11 | WARD_A_HR_03 | 118 | CRITICAL
2026-06-04 15:43:11 | WARD_A_HR_04 | 97 | WARNING
2026-06-04 15:43:11 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 15:43:12 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-04 15:43:12 | WARD_A_HR_02 | 116 | CRITICAL
2026-06-04 15:43:12 | WARD_A_HR_03 | 111 | CRITICAL
2026-06-04 15:43:12 | WARD_A_HR_04 | 106 | CRITICAL
2026-06-04 15:43:12 | WARD_A_HR_05 | 52 | CRITICAL
2026-06-04 15:43:13 | WARD_A_HR_01 | 125 | CRITICAL
2026-06-04 15:43:13 | WARD_A_HR_02 | 106 | CRITICAL
2026-06-04 15:43:13 | WARD_A_HR_03 | 53 | CRITICAL
2026-06-04 15:43:13 | WARD_A_HR_04 | 64 | NORMAL
2026-06-04 15:43:13 | WARD_A_HR_05 | 75 | NORMAL
2026-06-04 15:43:14 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 15:43:14 | WARD_A_HR_02 | 54 | CRITICAL
