Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-04 15:42:19 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:42:20 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 15:42:20 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:42:21 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:42:21 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:42:22 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 15:42:22 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 15:42:23 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:42:23 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-04 15:42:24 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:42:24 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:42:25 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:42:25 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:42:26 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-04 15:42:26 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:42:27 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:42:27 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 15:42:28 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:42:28 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:42:29 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:42:29 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:42:30 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:42:30 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 15:42:31 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:42:31 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:42:32 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:42:32 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:42:33 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:42:33 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:42:34 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 15:42:34 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:42:35 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:42:35 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-04 15:42:36 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:42:36 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:42:37 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:42:37 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:42:38 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-04 15:42:38 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:42:39 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-04 15:42:39 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:42:40 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:42:40 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:42:41 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:42:41 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:42:42 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:42:42 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:42:43 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:42:43 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:42:44 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:42:44 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:42:45 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:42:45 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:42:46 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-04 15:42:46 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:42:47 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 15:42:47 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:42:48 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:42:48 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:42:49 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:42:49 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:42:50 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:42:50 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 15:42:51 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:42:51 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:42:52 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:42:52 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:42:53 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-04 15:42:53 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-04 15:42:54 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:42:54 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:42:55 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:42:55 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:42:56 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:42:56 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:42:57 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:42:57 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:42:58 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:42:58 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 15:42:59 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-04 15:42:59 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:43:00 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 15:43:00 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:43:01 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:43:01 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-04 15:43:02 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-04 15:43:02 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:43:03 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:43:03 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:43:04 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 15:43:04 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:43:05 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:43:05 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:43:06 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:43:06 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 15:43:07 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:43:07 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:43:08 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:43:08 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-04 15:43:09 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:43:09 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-04 15:43:10 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:43:10 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 15:43:11 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-04 15:43:11 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:43:12 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:43:12 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:43:13 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:43:13 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:43:14 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:43:14 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:43:15 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:43:15 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:43:16 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:43:16 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:43:17 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:43:17 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 15:43:18 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:43:18 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 15:43:19 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:43:19 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 15:43:20 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-04 15:43:20 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 15:43:21 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:43:21 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 15:43:22 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-04 15:43:22 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:43:23 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-04 15:43:23 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:43:24 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:43:24 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 15:43:25 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:43:25 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:43:26 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:43:26 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:43:27 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:43:27 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:43:28 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:43:28 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:43:29 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 15:43:29 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-04 15:43:30 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-04 15:43:30 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:43:31 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:43:31 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:43:32 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:43:32 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:43:33 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 15:43:33 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:43:34 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-04 15:43:34 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:43:35 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:43:35 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-04 15:43:36 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:43:36 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:43:37 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:43:37 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:43:38 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:43:38 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:43:39 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:43:39 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:43:40 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:43:40 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:43:41 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:43:41 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:43:42 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-04 15:43:42 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 15:43:43 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 15:43:43 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-04 15:43:44 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:43:44 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:43:45 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 15:43:45 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:43:46 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:43:46 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-04 15:43:47 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:43:47 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 15:43:48 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 15:43:48 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:43:49 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-04 15:43:49 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-04 15:43:50 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:43:50 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:43:51 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:43:51 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:43:52 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-04 15:43:52 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:43:53 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:43:53 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 15:43:54 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-04 15:43:54 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 15:43:55 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:43:55 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-04 15:43:56 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:43:56 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 15:43:57 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:43:57 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 15:43:58 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:43:58 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-04 15:43:59 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-04 15:43:59 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:44:00 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-04 15:44:00 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:44:01 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:44:01 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:44:02 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:44:02 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:44:03 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:44:03 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 15:44:04 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:44:04 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:44:05 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 15:44:05 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 15:44:06 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:44:06 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:44:07 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:44:07 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:44:08 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 15:44:08 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:44:09 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 15:44:09 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:44:10 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 15:44:10 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:44:11 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-04 15:44:11 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-04 15:44:12 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:44:12 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 15:44:13 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:44:13 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:44:14 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:44:14 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:44:15 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-04 15:44:15 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:44:16 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:44:16 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:44:17 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:44:17 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:44:18 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:44:18 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:44:19 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:44:19 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:44:20 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:44:20 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:44:21 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:44:21 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:44:22 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:44:22 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:44:23 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:44:23 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:44:24 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:44:24 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:44:25 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:44:25 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:44:26 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 15:44:26 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:44:27 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:44:27 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-04 15:44:28 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:44:28 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 15:44:29 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 15:44:29 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:44:30 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:44:30 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:44:31 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:44:31 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:44:32 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 15:44:32 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:44:33 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:44:33 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-04 15:44:34 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 15:44:34 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:44:35 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:44:35 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:44:36 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-04 15:44:36 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 15:44:37 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 15:44:37 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:44:38 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:44:38 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:44:39 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:44:39 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:44:40 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:44:40 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:44:41 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:44:41 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:44:42 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 15:44:42 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:44:43 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-04 15:44:43 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:44:44 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 15:44:44 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 15:44:46 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-04 15:44:46 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-04 15:44:47 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:44:47 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:44:48 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:44:48 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-04 15:44:49 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:44:49 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:44:50 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:44:50 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:44:51 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:44:51 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:44:52 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-04 15:44:52 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:44:53 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:44:53 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-04 15:44:54 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 15:44:54 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:44:55 | FACILITY_WATER_MAIN | 16 | NORMAL
