Timestamp | Device_ID | Temperature (Celsius) | Status
2026-06-04 15:42:25 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-06-04 15:42:25 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-06-04 15:42:25 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-04 15:42:26 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-06-04 15:42:26 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-06-04 15:42:26 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-06-04 15:42:26 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-06-04 15:42:26 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-06-04 15:42:27 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-06-04 15:42:27 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-06-04 15:42:27 | WARD_B_TEMP_03 | 40.1 | CRITICAL
2026-06-04 15:42:27 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 15:42:27 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-06-04 15:42:28 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 15:42:28 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-06-04 15:42:28 | WARD_B_TEMP_03 | 35.8 | NORMAL
2026-06-04 15:42:28 | WARD_B_TEMP_04 | 40.1 | CRITICAL
2026-06-04 15:42:28 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-06-04 15:42:29 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-06-04 15:42:29 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-06-04 15:42:29 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-06-04 15:42:29 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-04 15:42:29 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-06-04 15:42:30 | WARD_B_TEMP_01 | 38.4 | CRITICAL
2026-06-04 15:42:30 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-06-04 15:42:30 | WARD_B_TEMP_03 | 38.8 | CRITICAL
2026-06-04 15:42:30 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 15:42:30 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-04 15:42:31 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-06-04 15:42:31 | WARD_B_TEMP_02 | 36.3 | NORMAL
2026-06-04 15:42:31 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-06-04 15:42:31 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-06-04 15:42:31 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-06-04 15:42:32 | WARD_B_TEMP_01 | 39.9 | CRITICAL
2026-06-04 15:42:32 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 15:42:32 | WARD_B_TEMP_03 | 37.8 | WARNING
2026-06-04 15:42:32 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-06-04 15:42:32 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-06-04 15:42:33 | WARD_B_TEMP_01 | 39.8 | CRITICAL
2026-06-04 15:42:33 | WARD_B_TEMP_02 | 39.4 | CRITICAL
2026-06-04 15:42:33 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 15:42:33 | WARD_B_TEMP_04 | 36.0 | NORMAL
2026-06-04 15:42:33 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-06-04 15:42:34 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-06-04 15:42:34 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-06-04 15:42:34 | WARD_B_TEMP_03 | 38.6 | CRITICAL
2026-06-04 15:42:34 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-06-04 15:42:34 | WARD_B_TEMP_05 | 38.5 | CRITICAL
2026-06-04 15:42:35 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-06-04 15:42:35 | WARD_B_TEMP_02 | 39.9 | CRITICAL
2026-06-04 15:42:35 | WARD_B_TEMP_03 | 35.7 | NORMAL
2026-06-04 15:42:35 | WARD_B_TEMP_04 | 36.4 | NORMAL
2026-06-04 15:42:35 | WARD_B_TEMP_05 | 35.9 | NORMAL
2026-06-04 15:42:36 | WARD_B_TEMP_01 | 39.6 | CRITICAL
2026-06-04 15:42:36 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-06-04 15:42:36 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-06-04 15:42:36 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-04 15:42:36 | WARD_B_TEMP_05 | 36.9 | NORMAL
2026-06-04 15:42:37 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-06-04 15:42:37 | WARD_B_TEMP_02 | 37.2 | NORMAL
2026-06-04 15:42:37 | WARD_B_TEMP_03 | 34.6 | CRITICAL
2026-06-04 15:42:37 | WARD_B_TEMP_04 | 36.6 | NORMAL
2026-06-04 15:42:37 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-06-04 15:42:38 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 15:42:38 | WARD_B_TEMP_02 | 34.8 | CRITICAL
2026-06-04 15:42:38 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-06-04 15:42:38 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-06-04 15:42:38 | WARD_B_TEMP_05 | 38.5 | CRITICAL
2026-06-04 15:42:39 | WARD_B_TEMP_01 | 36.9 | NORMAL
2026-06-04 15:42:39 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-04 15:42:39 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 15:42:39 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-06-04 15:42:39 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-06-04 15:42:40 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-06-04 15:42:40 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-06-04 15:42:40 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-06-04 15:42:40 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 15:42:40 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-06-04 15:42:41 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-06-04 15:42:41 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-06-04 15:42:41 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-06-04 15:42:41 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-04 15:42:41 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-06-04 15:42:42 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-06-04 15:42:42 | WARD_B_TEMP_02 | 34.5 | CRITICAL
2026-06-04 15:42:42 | WARD_B_TEMP_03 | 35.8 | NORMAL
2026-06-04 15:42:42 | WARD_B_TEMP_04 | 36.5 | NORMAL
2026-06-04 15:42:42 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-06-04 15:42:43 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-06-04 15:42:43 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-04 15:42:43 | WARD_B_TEMP_03 | 35.0 | CRITICAL
2026-06-04 15:42:43 | WARD_B_TEMP_04 | 34.5 | CRITICAL
2026-06-04 15:42:43 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-04 15:42:44 | WARD_B_TEMP_01 | 37.0 | NORMAL
2026-06-04 15:42:44 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-06-04 15:42:44 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-06-04 15:42:44 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-06-04 15:42:44 | WARD_B_TEMP_05 | 39.9 | CRITICAL
2026-06-04 15:42:45 | WARD_B_TEMP_01 | 35.4 | CRITICAL
2026-06-04 15:42:45 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-06-04 15:42:45 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-06-04 15:42:45 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 15:42:45 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-06-04 15:42:46 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-06-04 15:42:46 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-06-04 15:42:46 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-06-04 15:42:46 | WARD_B_TEMP_04 | 39.2 | CRITICAL
2026-06-04 15:42:46 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-04 15:42:47 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-06-04 15:42:47 | WARD_B_TEMP_02 | 35.6 | NORMAL
2026-06-04 15:42:47 | WARD_B_TEMP_03 | 34.7 | CRITICAL
2026-06-04 15:42:47 | WARD_B_TEMP_04 | 38.4 | CRITICAL
2026-06-04 15:42:47 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-04 15:42:48 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 15:42:48 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-06-04 15:42:48 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-06-04 15:42:48 | WARD_B_TEMP_04 | 37.1 | NORMAL
2026-06-04 15:42:48 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-06-04 15:42:49 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-06-04 15:42:49 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 15:42:49 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-06-04 15:42:49 | WARD_B_TEMP_04 | 34.5 | CRITICAL
2026-06-04 15:42:49 | WARD_B_TEMP_05 | 38.0 | WARNING
2026-06-04 15:42:50 | WARD_B_TEMP_01 | 40.4 | CRITICAL
2026-06-04 15:42:50 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-06-04 15:42:50 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-06-04 15:42:50 | WARD_B_TEMP_04 | 38.1 | CRITICAL
2026-06-04 15:42:50 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-06-04 15:42:51 | WARD_B_TEMP_01 | 35.8 | NORMAL
2026-06-04 15:42:51 | WARD_B_TEMP_02 | 38.0 | WARNING
2026-06-04 15:42:51 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-06-04 15:42:51 | WARD_B_TEMP_04 | 36.9 | NORMAL
2026-06-04 15:42:51 | WARD_B_TEMP_05 | 35.0 | CRITICAL
2026-06-04 15:42:52 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 15:42:52 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-06-04 15:42:52 | WARD_B_TEMP_03 | 36.6 | NORMAL
2026-06-04 15:42:52 | WARD_B_TEMP_04 | 34.8 | CRITICAL
2026-06-04 15:42:52 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-06-04 15:42:53 | WARD_B_TEMP_01 | 34.8 | CRITICAL
2026-06-04 15:42:53 | WARD_B_TEMP_02 | 35.2 | CRITICAL
2026-06-04 15:42:53 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-06-04 15:42:53 | WARD_B_TEMP_04 | 37.7 | WARNING
2026-06-04 15:42:53 | WARD_B_TEMP_05 | 36.4 | NORMAL
2026-06-04 15:42:54 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-06-04 15:42:54 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-06-04 15:42:54 | WARD_B_TEMP_03 | 38.6 | CRITICAL
2026-06-04 15:42:54 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 15:42:54 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-06-04 15:42:55 | WARD_B_TEMP_01 | 36.9 | NORMAL
2026-06-04 15:42:55 | WARD_B_TEMP_02 | 38.1 | CRITICAL
2026-06-04 15:42:55 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-06-04 15:42:55 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 15:42:55 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-04 15:42:56 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-06-04 15:42:56 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-04 15:42:56 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-06-04 15:42:56 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-06-04 15:42:56 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 15:42:57 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-06-04 15:42:57 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-06-04 15:42:57 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-06-04 15:42:57 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-06-04 15:42:57 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-06-04 15:42:58 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-06-04 15:42:58 | WARD_B_TEMP_02 | 35.6 | NORMAL
2026-06-04 15:42:58 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-06-04 15:42:58 | WARD_B_TEMP_04 | 37.1 | NORMAL
2026-06-04 15:42:58 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-04 15:42:59 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-06-04 15:42:59 | WARD_B_TEMP_02 | 36.7 | NORMAL
2026-06-04 15:42:59 | WARD_B_TEMP_03 | 38.6 | CRITICAL
2026-06-04 15:42:59 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-06-04 15:42:59 | WARD_B_TEMP_05 | 36.1 | NORMAL
2026-06-04 15:43:00 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-06-04 15:43:00 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-06-04 15:43:00 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-06-04 15:43:00 | WARD_B_TEMP_04 | 38.2 | CRITICAL
2026-06-04 15:43:00 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-06-04 15:43:01 | WARD_B_TEMP_01 | 36.9 | NORMAL
2026-06-04 15:43:01 | WARD_B_TEMP_02 | 36.8 | NORMAL
2026-06-04 15:43:01 | WARD_B_TEMP_03 | 36.9 | NORMAL
2026-06-04 15:43:01 | WARD_B_TEMP_04 | 37.2 | NORMAL
2026-06-04 15:43:01 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-06-04 15:43:02 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 15:43:02 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-04 15:43:02 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-06-04 15:43:02 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-06-04 15:43:02 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 15:43:03 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-06-04 15:43:03 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-06-04 15:43:03 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 15:43:03 | WARD_B_TEMP_04 | 37.0 | NORMAL
2026-06-04 15:43:03 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-06-04 15:43:04 | WARD_B_TEMP_01 | 36.9 | NORMAL
2026-06-04 15:43:04 | WARD_B_TEMP_02 | 39.7 | CRITICAL
2026-06-04 15:43:04 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-06-04 15:43:04 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-06-04 15:43:04 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-04 15:43:05 | WARD_B_TEMP_01 | 38.5 | CRITICAL
2026-06-04 15:43:05 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-04 15:43:05 | WARD_B_TEMP_03 | 35.7 | NORMAL
2026-06-04 15:43:05 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 15:43:05 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 15:43:06 | WARD_B_TEMP_01 | 37.5 | WARNING
2026-06-04 15:43:06 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-06-04 15:43:06 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-04 15:43:06 | WARD_B_TEMP_04 | 38.8 | CRITICAL
